Teks,Sentimen
bibi adikku si cantik suka banget liatnya kalau kamu lagi seneng enggak tau kenapa jadi ikutan seneng bi pos ,Positif
jangan jadi kompor kamu ya jeffan,Negatif
aku ikut habib lutfi aja rois aam jam'iyyah ahlith thariqah al mu'tabarah an nahdliyyah yg meminta menurunkan bendera yg k ,Positif
omg kamu harus melihat ini bigolive ,Positif
ohh buatpa weh dkt dgn aku dh tuu hahahaha,Netral
erm macam tautau je apa yang aku perlukan sekarang ,Netral
orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz ,Negatif
my dear followers and friends kalau korang ada buat photoshoot makanan tolong dm aku tolong dm aku price untuk photoshoot fo ,Netral
boleh mintak dilan satu bila dengar dilan sebut semua ni kan kau takkan rasa geli tau konon mcm nak kata dia jiwang and ,Netral
jadi dirimu sendiri agar ketika seseorang mencintai kamu tak perlu takut jika dia akan temukan dirimu bukan orang ,Positif
aku naik bas ke bot nii ,Netral
coba posisinya dituker deh kamu suka makan aku suka masak,Netral
giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen ,Netral
minta ais batu je la anjir ,Negatif
iya sabar aku mah tiap ada jeno selalu melesat mengetag amu ,Negatif
omg batuk aku berdarah adakah ini jumaat yang terakhir ,Negatif
untung mak aku ada anak yang suka tangkap gambar ni cuba teka umur dia berapa ,Netral
ku tak marah kau kacau tidurku tiap pagi genggamanmu kecil hanya muat satu jari tapi didalam kampung hatiku kau gergasi ,Netral
rangorang ni pasti mikir kalo crazyrichsurabayan tampilannya perlente pake barang mewah dari atas ampe bawah tapi bias ,Netral
giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga ,Netral
saat ditanya aku hanya diam dan mengangguk kutahu bahwa dia orang yang baik,Positif
aku pake himalaya neem mask juga gini kok bagus emg matull banget,Positif
aku bukan gadis yg berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar ,Netral
kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau t ,Negatif
kuat sangat hantu kat rumah aku ni ,Netral
lah aku tuh susaaah orang dikit dikit kepikiran makanya anaknya gampang pusing dan stress sendiri ,Negatif
terus aku nanti duduk diatas situ gitu ,Netral
kalo nilai ulangan kamu jelek jangan lagi panggil aku ayah oke yah keesokan harinya gimana hasil ulangannya ,Netral
hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,Negatif
selalu buat macam ni setiap kali nampak peti ais kat dapur haha,Positif
apa daya aku ini yg fanatiknya sama mi gaga rasa black paper ,Netral
membe aku baru lepas guna pickup line masa nak bayar makan tadi awak orang mana malaysia yela duduk manaini je ,Netral
syukurlah kamu tahu tahu hubungannya dgn permesta jg ya ,Netral
dulu waktu kecil gue mikirnya gapapa sekarang jelek item dekil buluk nanti gedenya cakep sampe sekarang sudah 13928174 ,Negatif
aku malah nangkepnya kreatif lucuk sih daripada dia naro link mv di tweet berita yg ga ada hubungan sama se ,Netral
idola aku banget itu mba ,Positif
tu ah pelik aku sunyi sepi damak haritu ,Negatif
kenapa ya mimpi itu langsung lupa padahal semalem aku mimpi dapetin kamu tapi sekarang lupa caranya recehkantwiter,Negatif
mau nangis banget aku pas ngerujuk pasien pake ambulance ni mas gojeknya bantuin bukain jalan padahal beliau bukan k ,Negatif
maryan sejak zaman evdo rev b kamu masih balita sampe zaman now 5g depan mata dirumah sy speed ,Netral
tls followan ama aku yukk rep rt kita temenan,Netral
otobiografiebuah banatu bangunan itu seperti rumah tradisional dayak akan tetapi ada bedanya kalau rumah da ,Netral
sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b ,Positif
orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap ,Netral
bodo betul aku terhibur bodo ada member ceni ,Netral
aku penasaran bagaimana akhir kisah kita ,Netral
aku tambahin lagi deh biar jadi dua,Netral
tweet bangang mcm ni masih berkeliaran di socmed mari kawan2 kita tengok gender mana yg trash huhu ,Netral
macam cekgu,Netral
suk mben kesepakatan nde e kerjo karo gawe kopi dewe aku nganggur karo nukokke maeman ning ,Netral
tengok anak buah aku gais ,Netral
aku pun tak faham dengan diri aku ,Negatif
hahahaha pastu buat2 terkejut eh dah sampai aku tumbokk muka kau kang ,Positif
boleh plk dio gi langgar lampu merah kt simpang nk belok kanan aku sempat nepik lagi time kereta merc dari kiri nk ,Negatif
karena presentasi hari ini lancar aku mau bikin ga album only wanna ver one ver aja no need to follow tapi ,Positif
aku malas nak ikut perkembangan latest iphone xs tu hahahahah sebab tak check pun kalau korang boleh tolong bagitahu kat ,Negatif
kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang tu lepas sejam baru dia reply and aku boleh terima de ,Negatif
misalnya ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi namanya ,Negatif
shopee kamu apaa mau dong,Positif
mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab ,Netral
aku juga mau puk pukin yuqi ,Netral
periksa ke dokter kalo didiemin doang bisa kena penyakit lambung dan mesti di rujuk kerumah sakit kaya aku waktu itu,Netral
laksanakan segala apa yang diwajibkan allah niscaya kamu menjadi orang yang paling bertakwa hr ath thabrani ,Positif
naik lift dgn member nak jumpa prof tingkat 5 aku keluar tingkat 4 member keluar tingkat 6 hahahahah bongok apa memasing ,Netral
dulu paling lama pun x betegur dgn bff sendiri ada la dkt 3bulan kot rasanya,Netral
udah kyk gini aja msh di bilang males temen temen aku baju sm celana dalam nya aja juga masih di cuciin emak nya ,Negatif
dear cowok salat jumat nggak bikin kamu ganteng tapi bikin kamu jadi calon imam yang baik ingatalat jumat itu ,Netral
mbaknya takut kamu marahin makanya bilang enggak kalo mau coba tanya sekali lagi tapi pas kondisin ,Negatif
3 julukan mahasiswa yang wajib kamu tau gt nyawwwenyawwwa artikelnyawww infonyawww,Netral
help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering bgt kerumah dan tidur di ku ,Netral
crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb ,Negatif
aku cinta segala promo grabfood karena bisa makan burger mcd seharga ayam geprek ,Positif
nanti cd aku keliatan kalo kamu morotin ,Netral
tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n ,Netral
aku mungkin luaran nampak happy go lucky sentiasa tersenyum dgn orang sekeliling friendly gelak ketawa sampai berdekah a ,Positif
org bilang time2 mngandung ni jaga mulut aku inilah peluang aku mau menyumpah time2 mngandung ni lah mujarab doa,Netral
ada yang cakep aslinya daripada fotonya cakep fotonya daripada aslinya aku jelek keduanya ,Netral
aku cinta w1 ,Positif
aku menyerah bapa,Negatif
pah butang baju melayu aku mana pah ,Netral
7 and aku tingkat 4 tapi wehhhh bila bunyi tu boleh rasa dia punya gegar dia jalan kuat2 and boleh ,Netral
bila dekat universiti aku selalu dengar orang label student macam ni deme pandai hadap buku je tapi soal hidup deme ,Netral
hmmm cari topik yang paling terbaru dan ada gap di antara penelitian sebelum2nya jadi kamu bisa isi g ,Netral
apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead ,Negatif
nak try jugak laaa tapi tulah aku jela yg selalu ckp takecare hm ,Netral
done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram ,Positif
kamu salah wiwin manusia itu buat teman hidup bukan utk berharap berharap itu sm tuhan alloh ,Negatif
nggak pengen suudzon dulu kupernah gini yg ilang charm gitu kejadiannya sama persis aku pamerin ,Negatif
kerjaan apa kamoo hmb,Netral
urutannya sesuai sticker yah btw itu aku double essence dan laneige dipake 4x dalam seminggu aja selang se ,Netral
kenapala aku taktegur kau tadi hm padahal niat aku nak tegur kau nak jadi kawan macam sebelum sebelum nierious aku t ,Negatif
walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya ,Negatif
kenapa aku nangis baca komik ni ,Negatif
aku mau ,Positif
kalau awek kamu bising nothing is wrong once awek kamu dah senyap everything is wrong perhaps dia dah ada someone yg ,Netral
tapi ada sih di beberapa gramed yang jilid sebelum 18 masih dijual di sana walau sebenernya itu cuma bua ,Netral
semua masa lalu biarlah berlalu tapi rasa syg aku ke kamu gak bakal bisa berlalu gitu aja aku syg kamu ' ,Negatif
kamu punya berapa banyak topi cuma 2 ,Netral
aku why kena taboks juga a jadi teman papa lum intel ,Negatif
aku mau ngutuk rizkiko boleh ga ,Negatif
bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu lupain sakitnya tapi coba terbiasa dengan ,Negatif
wwwwwww serius ada juga nih temen kuliahku dari pontianak di sini dibeliin rumah sama mobil aku yg anak asli kota ,Netral
bodola emma tak jadi aku nak murung harini ,Netral
lagi siap2 mau jumatan ini sejadah sama sarungnya baru aku siapin ,Netral
gimana cara biar aku tau perasaanmu yg sebenarnyaa ,Negatif
doa untuk ibu dan bapa ya allah ampunila ,Positif
jika engkau tdk mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dgn cipt ,Negatif
aku mau bagi 1 e money ini buat bucin dreamies karena apa karena berkat nct dream hr ini aku dpt rejeki lebih tak terduga h ,Netral
nany tanya dia kau suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je,Netral
wkwk ngapa jadi nanya ke aku setau aku bisa kalo akunmu ga private nit kalo tetep gabisa mungkin belom di update i ,Netral
aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn ,Netral
yang punya anak bisa diajak ke event ini ,Netral
terkadang kalo kita lihat orang yang sudah menjalin hubungan sudah lama pas mendengar dia mau nikah ya biasa saja karna ud ,Netral
kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara,Negatif
hai adik2 ikutan lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juaranya untuk tahun in ,Netral
masuk tandas pun bayar okay mana ada free nak main bagi bagi ,Negatif
klu km asli aku layanin pkkny teganv serbaaa,Netral
akhir akhir ini aku sering bermimpi bahkan ketika aku sedang tidak tidur ,Netral
tampil sndiri atasi diri hadapi audiens lakuin perlihatkan ssuatu 'skill mu sampai tuntas buat smua kagum p ,Positif
aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang ,Negatif
aku still the same perut aku pon still same ,Netral
ay wag po aku ,Netral
ciri lelaki idaman aku um kena sama macam ayah aku ,Positif
sumpah annoying weh tu masalah kau jgn expect aku selesaikan ,Negatif
eh sikda hahaha aku polah scaling jak ,Netral
terus kamu dimana sekarang mer ama siapa ,Netral
aku ni malas nak layan orang kang tak layan kang kesian dh layan kang fake hope haiyo apa nak buat ni ,Negatif
sikaaat ajaaaa sissst sikat bajunya celananya biar bersih wkwk canda ding kalo bisa ga usah sikat sii ,Positif
nctea kobisa ya mereka ga ngedip gitu kalo aku udah kedip2 itu hasilnya merem smua ,Netral
shuhuaama sih tapi aku suka banget sama makanan jepang ,Positif
aku traumatised tengok fjdjksj kenapa punn dub japanese ,Negatif
untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena ,Negatif
if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah ,Netral
ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti ,Netral
aku pun nak cari rezeki halal bisnes online dgn cara betul takkan aku nak menipu orang pulak kan,Positif
mending sama gua aja gerobaknya gua bayarin buat resepsi di pernikahan kita nanti uwuwuwuwuw ,Netral
hi followback ya aku yg di group ,Netral
cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a ,Positif
selamat bertambah umur kamuu semoga kamu sehat selalu dan dipanjangkan umurmuemoga kamu selalu di ,Positif
bangsad ditampar gue,Negatif
wei aku kt kedai mamak ni tiba2 keluar nudes kt tl aduh hahahaha,Positif
malu betul aku ada junior macam asheeq ali ni yihhhhhhh ,Negatif
aku tengok member yang keluar pergi sana sini tak habis2 duit diorang guna ilmu apa aku makan terlebih 10 ringgit sikit ,Netral
tengah2 malam lapar ulang alik gi peti sejuk 4 5kali buka jenguk tutup buka jenguk tutup terfikir gak kalau peti ,Netral
terus kemarin pak juno tiba tiba random ngomong kalau kita masih sesuai plan awal kita lagi ribet nyiapin kawinan nih ,Netral
antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki ,Netral
biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk ,Netral
hampir semua aku punya wkwkwk ,Netral
mamat ni cool cinta dlm hati dia tu seputih kain yg belom dicemari walaupun kena mcm tu dia still rasa yg awek dia ,Netral
hush floi udah ada yang punya kamu sama harry aja sana,Netral
walaupun maut memisahkan kita aku akan selalu mencintaimu menyayangimu setulus hatiku fellychibi ,Positif
kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak,Negatif
huh bukan dua ke tu pasal aku benci mathematics ,Netral
surprise giveaway karena aku gabut dan ingin nambah teman aku mau bagiin pulsa dengan nominal 10rb operator apa aja buat 1 ,Netral
aku fast lena do bukan fast learner,Netral
bengis nya perempuan tu tengok aku haha xhabis2 dendam nya kali dengan aku ni semenjak asasi lagi ,Negatif
hari ini aku akan berusaha untuk bersinar dengan awan berjalan beriringan dan tetap memuja kebebasan hanyutku,Positif
rindu kau tapi takpa la aku doa dari jauh jeemoga tuhan beri perlindungan pada kau ,Positif
aku fikir acne scar rupanya tai lalat sendiri em ,Netral
sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem ,Negatif
mantap nih kata kata pak jokowi aku dan para avengers lain siap untuk mencegah thanos menghapus setengah dari populasi j ,Positif
bodo betul aku terhibur bodo ada member ceni ,Negatif
anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaah ,Positif
muhammad q muhammad q dengarkanlah seruanku aku rindu ak rindu padamu muhammad q,Positif
sakit hati bile dengar kisah orang kalau kene sendiri entoh le memang aku ngamuk ,Negatif
faded away kepala bapak dia la dah ada jantan lain tu taknak ngaku hanjeng,Netral
aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter 373 quoteui,Negatif
orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz ,Negatif
dah lah asyik aku je kena cari kau asyik aku je nak kena terhegeh hegeh asyik aku je nak beria lebih pergi mampus ,Netral
bukankah pantas jika aku merasa berbeda ,Negatif
jangan lupa sholat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kirain makasi ,Positif
nak dekat 4 tahun but this is my first time dia bagi surat yg sangat panjang sbb selama ni dia selalu tak reti nak ,Netral
sorry ah zri aku tanya kau week 7 kita buat apa je,Netral
jika aku memanggilmu jangan tanya kenapa aku memanggilmu itu karena aku rindu tanyalah hatimu rindukah kamu denganku aseq ,Negatif
seseorang yang bisa membuat aku sering merasa khawatir berarti dialah orang yang sangat aku sayang ,Positif
hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit ,Positif
