sentimen,teks
1,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga 
2,saat ditanya aku hanya diam dan mengangguk kutahu bahwa dia orang yang baik
2,aku pake himalaya neem mask juga gini kok bagus emg matull banget
1,aku bukan gadis yg berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar 
0,kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau t 
1,kuat sangat hantu kat rumah aku ni 
0,lah aku tuh susaaah orang dikit dikit kepikiran makanya anaknya gampang pusing dan stress sendiri 
1,terus aku nanti duduk diatas situ gitu 
1,kalo nilai ulangan kamu jelek jangan lagi panggil aku ayah oke yah keesokan harinya gimana hasil ulangannya 
0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
2,selalu buat macam ni setiap kali nampak peti ais kat dapur haha
1,apa daya aku ini yg fanatiknya sama mi gaga rasa black paper 
1,membe aku baru lepas guna pickup line masa nak bayar makan tadi awak orang mana malaysia yela duduk manaini je 
1,syukurlah kamu tahu tahu hubungannya dgn permesta jg ya 
0,dulu waktu kecil gue mikirnya gapapa sekarang jelek item dekil buluk nanti gedenya cakep sampe sekarang sudah 13928174 
1,aku malah nangkepnya kreatif lucuk sih daripada dia naro link mv di tweet berita yg ga ada hubungan sama se 
2,idola aku banget itu mba 
0,tu ah pelik aku sunyi sepi damak haritu 
0,kenapa ya mimpi itu langsung lupa padahal semalem aku mimpi dapetin kamu tapi sekarang lupa caranya recehkantwiter
0,mau nangis banget aku pas ngerujuk pasien pake ambulance ni mas gojeknya bantuin bukain jalan padahal beliau bukan k 
1,maryan sejak zaman evdo rev b kamu masih balita sampe zaman now 5g depan mata dirumah sy speed 
1,tls followan ama aku yukk rep rt kita temenan
1,otobiografiebuah banatu bangunan itu seperti rumah tradisional dayak akan tetapi ada bedanya kalau rumah da 
2,sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b 
1,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
1,bodo betul aku terhibur bodo ada member ceni 
1,aku penasaran bagaimana akhir kisah kita 
1,aku tambahin lagi deh biar jadi dua
1,tweet bangang mcm ni masih berkeliaran di socmed mari kawan2 kita tengok gender mana yg trash huhu 
1,macam cekgu
1,suk mben kesepakatan nde e kerjo karo gawe kopi dewe aku nganggur karo nukokke maeman ning 
1,tengok anak buah aku gais 
0,aku pun tak faham dengan diri aku 
2,hahahaha pastu buat2 terkejut eh dah sampai aku tumbokk muka kau kang 
0,boleh plk dio gi langgar lampu merah kt simpang nk belok kanan aku sempat nepik lagi time kereta merc dari kiri nk 
2,karena presentasi hari ini lancar aku mau bikin ga album only wanna ver one ver aja no need to follow tapi 
0,aku malas nak ikut perkembangan latest iphone xs tu hahahahah sebab tak check pun kalau korang boleh tolong bagitahu kat 
0,kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang tu lepas sejam baru dia reply and aku boleh terima de 
0,misalnya ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi namanya 
2,shopee kamu apaa mau dong
1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1,aku juga mau puk pukin yuqi 
1,periksa ke dokter kalo didiemin doang bisa kena penyakit lambung dan mesti di rujuk kerumah sakit kaya aku waktu itu
2,laksanakan segala apa yang diwajibkan allah niscaya kamu menjadi orang yang paling bertakwa hr ath thabrani 
1,naik lift dgn member nak jumpa prof tingkat 5 aku keluar tingkat 4 member keluar tingkat 6 hahahahah bongok apa memasing 
1,dulu paling lama pun x betegur dgn bff sendiri ada la dkt 3bulan kot rasanya
0,udah kyk gini aja msh di bilang males temen temen aku baju sm celana dalam nya aja juga masih di cuciin emak nya 
1,dear cowok salat jumat nggak bikin kamu ganteng tapi bikin kamu jadi calon imam yang baik ingatalat jumat itu 
0,mbaknya takut kamu marahin makanya bilang enggak kalo mau coba tanya sekali lagi tapi pas kondisin 
1,3 julukan mahasiswa yang wajib kamu tau gt nyawwwenyawwwa artikelnyawww infonyawww
1,help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering bgt kerumah dan tidur di ku 
0,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb 
2,aku cinta segala promo grabfood karena bisa makan burger mcd seharga ayam geprek 
1,nanti cd aku keliatan kalo kamu morotin 
1,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
2,aku mungkin luaran nampak happy go lucky sentiasa tersenyum dgn orang sekeliling friendly gelak ketawa sampai berdekah a 
1,org bilang time2 mngandung ni jaga mulut aku inilah peluang aku mau menyumpah time2 mngandung ni lah mujarab doa
1,ada yang cakep aslinya daripada fotonya cakep fotonya daripada aslinya aku jelek keduanya 
2,aku cinta w1 
0,aku menyerah bapa
1,pah butang baju melayu aku mana pah 
1,7 and aku tingkat 4 tapi wehhhh bila bunyi tu boleh rasa dia punya gegar dia jalan kuat2 and boleh 
1,bila dekat universiti aku selalu dengar orang label student macam ni deme pandai hadap buku je tapi soal hidup deme 
1,hmmm cari topik yang paling terbaru dan ada gap di antara penelitian sebelum2nya jadi kamu bisa isi g 
0,apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead 
1,nak try jugak laaa tapi tulah aku jela yg selalu ckp takecare hm 
2,done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram 
0,kamu salah wiwin manusia itu buat teman hidup bukan utk berharap berharap itu sm tuhan alloh 
0,nggak pengen suudzon dulu kupernah gini yg ilang charm gitu kejadiannya sama persis aku pamerin 
1,kerjaan apa kamoo hmb
1,urutannya sesuai sticker yah btw itu aku double essence dan laneige dipake 4x dalam seminggu aja selang se 
0,kenapala aku taktegur kau tadi hm padahal niat aku nak tegur kau nak jadi kawan macam sebelum sebelum nierious aku t 
0,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
0,kenapa aku nangis baca komik ni 
2,aku mau 
1,kalau awek kamu bising nothing is wrong once awek kamu dah senyap everything is wrong perhaps dia dah ada someone yg 
1,tapi ada sih di beberapa gramed yang jilid sebelum 18 masih dijual di sana walau sebenernya itu cuma bua 
0,semua masa lalu biarlah berlalu tapi rasa syg aku ke kamu gak bakal bisa berlalu gitu aja aku syg kamu ' 
1,kamu punya berapa banyak topi cuma 2 
0,aku why kena taboks juga a jadi teman papa lum intel 
0,aku mau ngutuk rizkiko boleh ga 
0,bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu lupain sakitnya tapi coba terbiasa dengan 
1,wwwwwww serius ada juga nih temen kuliahku dari pontianak di sini dibeliin rumah sama mobil aku yg anak asli kota 
1,bodola emma tak jadi aku nak murung harini 
1,lagi siap2 mau jumatan ini sejadah sama sarungnya baru aku siapin 
0,gimana cara biar aku tau perasaanmu yg sebenarnyaa 
2,doa untuk ibu dan bapa ya allah ampunila 
0,jika engkau tdk mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dgn cipt 
1,aku mau bagi 1 e money ini buat bucin dreamies karena apa karena berkat nct dream hr ini aku dpt rejeki lebih tak terduga h 
1,nany tanya dia kau suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je
1,wkwk ngapa jadi nanya ke aku setau aku bisa kalo akunmu ga private nit kalo tetep gabisa mungkin belom di update i 
1,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn 
1,yang punya anak bisa diajak ke event ini 
1,terkadang kalo kita lihat orang yang sudah menjalin hubungan sudah lama pas mendengar dia mau nikah ya biasa saja karna ud 
0,kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara
1,hai adik2 ikutan lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juaranya untuk tahun in 
0,masuk tandas pun bayar okay mana ada free nak main bagi bagi 
1,klu km asli aku layanin pkkny teganv serbaaa
1,akhir akhir ini aku sering bermimpi bahkan ketika aku sedang tidak tidur 
2,tampil sndiri atasi diri hadapi audiens lakuin perlihatkan ssuatu 'skill mu sampai tuntas buat smua kagum p 
0,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
1,aku still the same perut aku pon still same 
1,ay wag po aku 
2,ciri lelaki idaman aku um kena sama macam ayah aku 
0,sumpah annoying weh tu masalah kau jgn expect aku selesaikan 
1,eh sikda hahaha aku polah scaling jak 
1,terus kamu dimana sekarang mer ama siapa 
0,aku ni malas nak layan orang kang tak layan kang kesian dh layan kang fake hope haiyo apa nak buat ni 
2,sikaaat ajaaaa sissst sikat bajunya celananya biar bersih wkwk canda ding kalo bisa ga usah sikat sii 
1,nctea kobisa ya mereka ga ngedip gitu kalo aku udah kedip2 itu hasilnya merem smua 
2,shuhuaama sih tapi aku suka banget sama makanan jepang 
0,aku traumatised tengok fjdjksj kenapa punn dub japanese 
0,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena 
1,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah 
1,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti 
2,aku pun nak cari rezeki halal bisnes online dgn cara betul takkan aku nak menipu orang pulak kan
1,mending sama gua aja gerobaknya gua bayarin buat resepsi di pernikahan kita nanti uwuwuwuwuw 
1,hi followback ya aku yg di group 
2,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a 
2,selamat bertambah umur kamuu semoga kamu sehat selalu dan dipanjangkan umurmuemoga kamu selalu di 
0,bangsad ditampar gue
2,wei aku kt kedai mamak ni tiba2 keluar nudes kt tl aduh hahahaha
0,malu betul aku ada junior macam asheeq ali ni yihhhhhhh 
1,aku tengok member yang keluar pergi sana sini tak habis2 duit diorang guna ilmu apa aku makan terlebih 10 ringgit sikit 
1,tengah2 malam lapar ulang alik gi peti sejuk 4 5kali buka jenguk tutup buka jenguk tutup terfikir gak kalau peti 
1,terus kemarin pak juno tiba tiba random ngomong kalau kita masih sesuai plan awal kita lagi ribet nyiapin kawinan nih 
1,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki 
1,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
1,hampir semua aku punya wkwkwk 
1,mamat ni cool cinta dlm hati dia tu seputih kain yg belom dicemari walaupun kena mcm tu dia still rasa yg awek dia 
1,hush floi udah ada yang punya kamu sama harry aja sana
2,walaupun maut memisahkan kita aku akan selalu mencintaimu menyayangimu setulus hatiku fellychibi 
0,kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak
1,huh bukan dua ke tu pasal aku benci mathematics 
1,surprise giveaway karena aku gabut dan ingin nambah teman aku mau bagiin pulsa dengan nominal 10rb operator apa aja buat 1 
1,aku fast lena do bukan fast learner
0,bengis nya perempuan tu tengok aku haha xhabis2 dendam nya kali dengan aku ni semenjak asasi lagi 
2,hari ini aku akan berusaha untuk bersinar dengan awan berjalan beriringan dan tetap memuja kebebasan hanyutku
2,rindu kau tapi takpa la aku doa dari jauh jeemoga tuhan beri perlindungan pada kau 
1,aku fikir acne scar rupanya tai lalat sendiri em 
0,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem 
2,mantap nih kata kata pak jokowi aku dan para avengers lain siap untuk mencegah thanos menghapus setengah dari populasi j 
0,bodo betul aku terhibur bodo ada member ceni 
2,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaah 
2,muhammad q muhammad q dengarkanlah seruanku aku rindu ak rindu padamu muhammad q
0,sakit hati bile dengar kisah orang kalau kene sendiri entoh le memang aku ngamuk 
1,faded away kepala bapak dia la dah ada jantan lain tu taknak ngaku hanjeng
0,aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter 373 quoteui
0,orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz 
1,dah lah asyik aku je kena cari kau asyik aku je nak kena terhegeh hegeh asyik aku je nak beria lebih pergi mampus 
0,bukankah pantas jika aku merasa berbeda 
2,jangan lupa sholat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kirain makasi 
1,nak dekat 4 tahun but this is my first time dia bagi surat yg sangat panjang sbb selama ni dia selalu tak reti nak 
1,sorry ah zri aku tanya kau week 7 kita buat apa je
0,jika aku memanggilmu jangan tanya kenapa aku memanggilmu itu karena aku rindu tanyalah hatimu rindukah kamu denganku aseq 
2,seseorang yang bisa membuat aku sering merasa khawatir berarti dialah orang yang sangat aku sayang 
2,hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
1,loh gatau aku ga lagi lagi deh 
1,kalau da ex buat hal ex eh tolong ah haha takyah sebok2 jaga tepi kain aku time tgt taknak pulak jaga betul2 skrg nak s 
2,ini yg namanya indonesia ini yg namanya toleransi ini yg namanya bhineka tunggal ika peti jenasah pendeta oma palese man 
2,aku mauuuu
0,aku dan kisah miskinku 
0,aku nak tengok sampai bila nak berlakon bodoh tu 
0,amit amit ya allah 
2,omg kamu harus melihat ini bigolive gt pada kemana aja 
2,ngikik baca ginian siang hari
2,wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah 
1,yuk merapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand tersedia j 
0,mu gemes banget adminnya aku ga jadi marah 
1,ni nak femes je sebenarnya 
1,oiya aku kan anak baik jadi aku kasih tiga
1,back then in school cikgu semua macam eh jangan bercinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i 
0,11 pernah hehehehe 12 pernah sekali dan aku menyesal 
2,lipstik yg creamy kaya purbasari gt bibir aku kering kalo pake itu enak ga keliatan kering
2,gemes kan aku oenyoe getoh cmiew jfclosedday
0,kita kamu aja please gausah ajak ajak aku 
1,nek aku konco sak sekolah sihiswa lain masuk bk karena bandel lha ini karena bawa bmw sport sing anyaran 
2,gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu 
2,kenangan yg paling indah itu ialah ketika pertama kali kau cumbui aku sayang 
0,dom malang nih kamu 
1,bayangkan kamu lagi telfonan sama hanbin ternyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam 
1,aku udah dari beberapa bulan yang lalu main ca xd jadi kalau bosan ke rp aku lari kesana tapi beberapa 
0,kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang 
0,kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan 
0,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan 
1,hmm aku tengah lapar ni nep
1,tubuhmu disembunyikan embun pada jendela itu aku menyebutnya kabut yang tidak meneteskan gerimis tehpotji
1,ab erina followan kuyy baru buat acc nehh dn ku ada tulisan follback woy kalian rt aja ntar aku follow ntar jangan lup 
1,bgthu jelah dh tersuka someone yg lain
0,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
0,askmf aku mau kasih kado earphone ke gebetanku tpi gagal jd pacar terus kutilisin dengerin apa yg kamu mau denger jang 
0,ngetik kangen aku tuh hapus gamau tag orang nya ldmstro 
1,081223555353 ya allah hiburkanlah aku dengan ridha mu dan sabar dengan setiap ujian yang engkau turunkan jualforedijogja
